Player,School,Year,Pick,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM
Elfrid Payton,Louisiana,2014,9,100,78,31.6,5,10.3,0.485,4.7,9.2,0.512,0.3,1.1,0.268,3.9,6.5,0.611,1.5,3.6,5.1,4.9,2,0.5,3.4,2.3,14.3,-1.6,21.3,0.533,0.5,0.109,0.625,1566,5.2,13.5,9.2,32,3.5,1.6,20.1,25.6,6.1,4.9,10.9,0.139,2.1,1.9,4
Doug McDermott,Creighton,2014,10,145,145,31.5,7.9,14.3,0.55,6,10.2,0.587,1.9,4.1,0.458,4.1,4.9,0.831,1.9,5.6,7.5,1.3,0.2,0.1,2.2,1.8,21.7,4.29,30.2,0.652,0.616,0.288,0.345,2684,8.2,20.6,14.8,10.4,0.5,0.3,11.7,32.3,21.6,5.2,26.8,0.235,8,-1.5,6.5
Zach LaVine,UCLA,2014,11,37,1,24.4,3.4,7.8,0.441,2.1,4.3,0.494,1.3,3.5,0.375,1.3,1.8,0.691,0.5,2.1,2.5,1.8,0.9,0.2,1.1,2,9.4,7.62,14.6,0.545,0.524,0.444,0.236,324,2.4,9.5,6.1,12.6,2.1,0.8,11.6,20.1,1.4,1.2,2.5,0.111,2.8,0.7,3.5
T.J. Warren,NC State,2014,12,70,49,31.2,7.5,13.6,0.555,6.9,11.5,0.598,0.6,2,0.315,2.8,4.3,0.654,2.7,3,5.7,1,1.5,0.5,1.7,2.5,18.5,7.31,28,0.593,0.579,0.15,0.313,1155,10.3,11,10.7,7.4,2.9,1.7,9.7,28.6,8.1,2.5,10.6,0.194,7.7,0.7,8.4
Adreian Payne,Michigan State,2014,13,138,94,20,3.2,6.2,0.526,2.8,5.1,0.551,0.4,1.1,0.409,2,2.7,0.755,1.5,3.8,5.3,0.6,0.6,1,1.4,2.2,8.9,10.35,22.9,0.601,0.562,0.175,0.432,1118,9.5,22.4,16.1,6.6,1.7,5.8,15.4,22.9,7,6.2,13.2,0.192,2.9,4.5,7.4
James Young,Kentucky,2014,14,40,39,32.4,4.6,11.3,0.407,2.5,5.4,0.47,2.1,5.9,0.349,3.1,4.4,0.706,1,3.3,4.3,1.7,0.8,0.2,1.9,2.1,14.3,9.89,16.6,0.536,0.498,0.522,0.393,527,3.7,11,7.5,10.8,1.4,0.6,12.3,23.4,3,1.7,4.7,0.145,5.2,0.8,6
Karl-Anthony Towns,Kentucky,2015,1,39,39,21.1,3.7,6.6,0.566,3.7,6.4,0.577,0.1,0.2,0.25,2.8,3.4,0.813,2.4,4.3,6.7,1.1,0.5,2.3,1.4,2.9,10.3,8.67,31.4,0.627,0.57,0.031,0.523,391,14.2,22.3,18.5,11.6,1.4,11.5,14.2,23.7,3.5,2.9,6.4,0.311,6.5,10.8,17.3
D'Angelo Russell,Ohio State,2015,2,35,34,33.9,6.6,14.7,0.449,3.9,8.1,0.479,2.7,6.6,0.411,3.4,4.5,0.756,1,4.7,5.7,5,1.6,0.3,2.9,2.1,19.3,7.37,26.6,0.573,0.541,0.449,0.303,671,3.6,15.4,9.8,30.1,2.8,1.1,14.8,30.2,4.4,2.4,6.8,0.229,8.7,3,11.7
Jahlil Okafor,Duke,2015,3,38,38,30.1,7.3,11.1,0.664,7.3,11.1,0.664,0,0,0,2.6,5.1,0.51,3.5,4.9,8.5,1.3,0.8,1.4,2.5,2.1,17.3,9.87,30.7,0.641,0.664,0,0.462,609,14.8,18.2,16.6,9.4,1.5,4.5,15.6,27.6,4.5,2.2,6.7,0.235,6.8,4.1,10.9
Willie Cauley-Stein,Kentucky,2015,4,105,70,24.5,3.3,5.6,0.593,3.3,5.6,0.593,0,0,0,1.4,2.8,0.508,2.4,3.9,6.2,0.9,1.1,2.2,1.2,2.3,8,8.12,23.3,0.582,0.593,0,0.509,842,11.9,17.3,14.7,7,2.7,9.2,14.9,16.9,5.7,7.1,12.8,0.198,3.8,9.2,13
Stanley Johnson,Arizona,2015,5,38,37,28.4,4.6,10.3,0.446,3.4,7.2,0.478,1.1,3.1,0.371,3.5,4.7,0.742,2,4.5,6.5,1.7,1.5,0.4,2.2,2.6,13.8,7.41,22.5,0.551,0.501,0.297,0.456,509,8.9,19.1,14.1,11.6,3.2,1.6,14.7,26.6,2.8,2.9,5.7,0.212,4.8,5.4,10.2
Frank Kaminsky,Wisconsin,2015,6,144,79,20.4,3.7,7,0.522,3,5.1,0.58,0.7,1.9,0.369,2.1,2.7,0.763,1.3,3.4,4.6,1.3,0.5,1.1,0.8,1.6,10.1,9.61,29.6,0.609,0.573,0.275,0.384,1398,7.9,20.7,14.4,14.9,1.7,5.2,9.2,25.5,12.8,6.3,19.1,0.259,7.8,5.4,13.2
Justise Winslow,Duke,2015,7,39,39,29.1,4.4,9.1,0.486,3.3,6.3,0.516,1.2,2.8,0.418,2.6,4,0.641,1.3,5.2,6.5,2.1,1.3,0.9,1.8,2.8,12.6,9.87,22.3,0.572,0.551,0.309,0.438,473,5.4,19.8,13.1,13.2,2.8,2.9,14.2,22.9,3.1,2.5,5.5,0.196,5.1,5.3,10.4
Myles Turner,Texas,2015,8,34,7,22.2,3.4,7.6,0.455,2.9,5.7,0.513,0.5,1.8,0.274,2.8,3.3,0.839,1.3,5.2,6.5,0.6,0.3,2.6,1.4,2.4,10.1,9.07,25.5,0.556,0.488,0.241,0.436,310,7.2,24.9,16.7,6.2,0.8,12.3,13.2,25.1,1.9,2.1,4,0.213,1.5,7.3,8.7
Trey Lyles,Kentucky,2015,9,36,21,23,3.3,6.7,0.488,3.1,5.9,0.536,0.1,0.8,0.138,2.1,2.8,0.735,1.8,3.4,5.2,1.1,0.5,0.4,1.1,1.6,8.7,8.67,19.8,0.543,0.496,0.121,0.425,308,9.9,16.1,13.3,9.2,1.4,2.1,12.4,20.8,2.1,2.3,4.4,0.213,3.9,5.1,8.9
Devin Booker,Kentucky,2015,10,38,0,21.5,3.6,7.6,0.47,2,3.8,0.527,1.5,3.7,0.411,1.4,1.7,0.828,0.4,1.6,2,1.1,0.4,0.1,1,1.5,10,8.67,19.4,0.6,0.571,0.491,0.223,324,2.6,7.8,5.4,10.9,1.3,0.3,10.4,22.8,2.7,1.8,4.5,0.219,6.9,2,8.9
Cameron Payne,Murray State,2015,11,69,69,32.4,6.3,14.6,0.432,4,8.3,0.487,2.3,6.3,0.359,3.7,4.7,0.781,0.4,3.2,3.7,5.7,1.8,0.5,2.9,2.4,18.5,-3.19,25.3,0.551,0.509,0.431,0.322,1315,1.7,10.9,6.5,37.1,3.3,1.7,14.5,30.5,8,3.3,11.3,0.202,5.4,0.1,5.5
Kelly Oubre,Kansas,2015,12,36,27,21,3.1,6.9,0.444,2.1,4.3,0.497,0.9,2.6,0.358,2.2,3.1,0.718,1.1,3.8,5,0.8,1.1,0.4,1.2,2,9.3,12.13,21.1,0.555,0.512,0.383,0.444,303,6.4,19.2,13.2,8.1,3.3,1.8,12.5,23.1,1.7,1.7,3.4,0.18,4.8,3.7,8.6
Terry Rozier,Louisville,2015,13,73,45,26.8,4.2,10.3,0.408,3.1,6.8,0.447,1.2,3.5,0.331,2.4,3.1,0.772,1,3.3,4.3,2.4,1.5,0.1,1.4,1.6,12,6.89,20.6,0.507,0.463,0.337,0.303,853,4,13.9,8.9,18.6,3.4,0.4,10.5,24.7,4.5,4.9,9.5,0.193,4.3,3.7,8
Rashad Vaughn,UNLV,2015,14,23,23,32.3,6.3,14.3,0.439,3.9,8.1,0.481,2.3,6.1,0.383,3,4.3,0.694,0.6,4.2,4.8,1.6,0.8,0.3,2.2,2.3,17.8,3.38,20.2,0.547,0.521,0.43,0.299,352,2.3,13.7,8.4,11.8,1.5,1.1,11.8,30.8,1.4,1.1,2.5,0.132,3,-1.8,1.3
Ben Simmons,LSU,2016,1,33,32,34.9,6.5,11.7,0.56,6.5,11.6,0.561,0,0.1,0.333,6,9,0.67,3.1,8.6,11.8,4.8,2,0.8,3.4,2.8,19.2,7,29,0.6,0.561,0.008,0.769,674,9.6,26.8,18.2,27.4,3.1,2.5,17.4,26.4,3.9,2.1,6,0.207,6.3,5.3,11.6
Brandon Ingram,Duke,2016,2,36,34,34.6,5.9,13.4,0.442,3.7,8,0.464,2.2,5.4,0.41,3.2,4.7,0.682,1.9,4.9,6.8,2,1.1,1.4,2,2.1,17.3,10.59,22.5,0.552,0.525,0.403,0.351,591,6,15.5,10.8,11.4,1.9,3.6,11.3,25.6,3.4,1.5,4.9,0.157,4.6,2.9,7.5
Jaylen Brown,California,2016,3,34,34,27.6,4.8,11.1,0.431,3.9,8.1,0.482,0.9,3,0.294,4.2,6.4,0.654,1.1,4.3,5.4,2,0.8,0.6,3.1,3.2,14.6,7.87,17.6,0.518,0.471,0.27,0.574,477,4.5,16.5,10.8,15.3,1.7,2.2,17.9,31.4,1,1.8,2.7,0.117,0.3,3.3,3.6
Kris Dunn,Providence,2016,4,95,83,31.5,4.5,9.9,0.45,3.7,7.8,0.476,0.8,2.2,0.354,3.1,4.5,0.693,1.1,4,5.1,5.8,2.2,0.4,3.3,2.9,12.8,8.09,20.7,0.531,0.488,0.218,0.449,1348,3.9,15.1,9.3,40.3,4.1,1.4,21.6,24.6,5,5.8,10.8,0.144,4.4,4.9,9.4
Buddy Hield,Oklahoma,2016,5,132,118,31.7,5.9,13.2,0.448,3.3,6.5,0.508,2.6,6.8,0.39,2.8,3.4,0.836,1.6,3.4,5,1.9,1.3,0.3,2.2,2,17.4,9.28,22.4,0.584,0.548,0.511,0.257,2092,5.6,11.6,8.7,12.9,2.3,0.9,12.7,26.6,12.2,6.2,18.4,0.176,7.2,1.7,8.9
Jamal Murray,Kentucky,2016,6,36,36,35.2,6.8,14.9,0.454,3.6,7.3,0.502,3.1,7.7,0.408,3.3,4.2,0.783,1.5,3.7,5.2,2.2,1,0.3,2.3,2.1,20,8.84,22.7,0.59,0.559,0.515,0.283,649,4.9,11.2,8.2,12.1,1.6,0.9,12.1,27.1,4.4,1.8,6.1,0.194,8.1,1.1,9.1
Marquese Chriss,Washington,2016,7,34,34,24.9,5.3,9.9,0.53,4.6,8.2,0.568,0.6,1.8,0.35,2.6,3.8,0.682,2.5,2.9,5.4,0.8,0.9,1.6,2,4.1,13.7,8.12,21.7,0.585,0.561,0.178,0.382,428,9.8,11.6,10.7,6.3,1.9,5.8,14.7,24.1,1.9,1.2,3.1,0.148,2.8,3.1,5.9
Jakob Poeltl,Utah,2016,8,70,70,26.9,5.1,7.7,0.658,5.1,7.7,0.659,0,0,0,3.1,5.2,0.605,2.8,5.2,8,1.3,0.5,1.7,1.8,2.4,13.3,8.1,28.4,0.653,0.658,0.002,0.669,902,13.6,21.2,17.7,10.8,1.1,6.5,15.3,23.8,7,4,11,0.233,5.4,5.6,11
Domantas Sabonis,Gonzaga,2016,9,74,32,26.6,5.2,8.2,0.632,5.1,8,0.638,0.1,0.2,0.357,3.1,4.2,0.729,2.6,6.8,9.4,1.3,0.5,0.6,2,3,13.5,4.67,27.4,0.662,0.636,0.023,0.516,972,12.4,26.4,20.1,9.7,1.2,2.2,16.6,23.9,7.5,4.8,12.3,0.249,4.7,3.5,8.2
Taurean Waller-Prince,Baylor,2016,10,129,42,20.2,3.6,7.9,0.46,2.6,5.2,0.504,1,2.7,0.376,2,2.8,0.718,1.6,2.7,4.2,1.1,0.9,0.5,1.7,2.1,10.2,9.08,21.8,0.557,0.524,0.34,0.349,1200,9.1,15.5,12.3,12.1,2.9,2.7,15.7,27.3,6.2,4.5,10.7,0.165,4.9,2.9,7.8
Denzel Valentine,Michigan State,2016,11,144,116,29,4,9.1,0.442,2.2,4.6,0.476,1.8,4.5,0.408,1.5,2,0.779,1.1,4.8,5.9,4.4,0.9,0.3,2.2,2.1,11.4,9.21,20.4,0.569,0.544,0.497,0.218,1755,4.6,18.7,12,29.5,1.9,1.1,18,22,10.9,7.9,18.8,0.18,6.4,3.9,10.3
Wade Baldwin,Vanderbilt,2016,12,68,54,29.6,3.4,8,0.431,2.2,5.1,0.436,1.2,2.9,0.422,3.5,4.4,0.8,0.4,3.6,4.1,4.8,1.3,0.2,2.3,2.5,11.6,7.45,19.9,0.578,0.508,0.366,0.552,874,1.9,13,7.9,32.4,2.7,0.7,18.7,22,5.3,3.5,8.9,0.176,5.3,2.5,7.9
Henry Ellenson,Marquette,2016,13,33,33,33.5,5.9,13.2,0.446,5,10,0.495,0.9,3.2,0.288,4.3,5.8,0.749,2.2,7.6,9.7,1.8,0.8,1.5,2.4,2.5,17,5.57,20.9,0.534,0.48,0.239,0.439,536,7.8,24.2,16.5,11,1.4,4.4,12.9,26.7,2,2,4,0.143,0.9,2.7,3.6
Malik Beasley,Florida State,2016,14,34,33,29.8,5.4,11.6,0.471,3.8,7.4,0.518,1.6,4.2,0.387,3.1,3.8,0.813,1.3,4,5.3,1.5,0.9,0.2,1.7,2.2,15.6,8.16,20.8,0.583,0.541,0.361,0.326,483,5,15.1,10.1,9.8,1.8,0.6,11.5,24.3,2.9,1.1,4,0.158,5,0.7,5.7
Markelle Fultz,Washington,2017,1,25,25,35.7,8.4,17.6,0.476,6.3,12.5,0.502,2.1,5,0.413,4.4,6.7,0.649,1.3,4.4,5.7,5.9,1.6,1.2,3.2,2.5,23.2,6.82,28,0.558,0.535,0.287,0.383,582,4,13.9,8.9,35.5,2.5,3.1,13.4,31.4,3.3,0.6,3.9,0.173,7.7,1.4,9.1
Lonzo Ball,UCLA,2017,2,36,36,35.1,5.3,9.5,0.551,3,4.1,0.732,2.2,5.4,0.412,1.8,2.7,0.673,0.9,5.1,6,7.6,1.8,0.8,2.5,1.8,14.6,6.39,24.7,0.673,0.668,0.566,0.286,608,3.2,14.3,9.3,31.4,2.8,2.1,18.6,18.1,4.8,2,6.8,0.214,8.7,3.5,12.2
Jayson Tatum,Duke,2017,3,29,27,33.3,5.7,12.6,0.452,4.3,8.6,0.504,1.4,4,0.342,4.1,4.8,0.849,1.3,6,7.3,2.1,1.3,1.1,2.6,3,16.8,10.91,22,0.566,0.507,0.321,0.381,467,4.8,19.7,12.6,12.4,2.3,3.2,15,26.2,2.3,1.8,4.1,0.169,3.5,4.1,7.5
Josh Jackson,Kansas,2017,4,35,35,30.8,6.3,12.3,0.513,5.3,9.7,0.549,1,2.6,0.378,2.8,4.9,0.566,2.3,5.1,7.4,3,1.7,1.1,2.8,3,16.3,12.23,24.2,0.559,0.552,0.21,0.403,571,8.7,17.5,13.3,18.2,3.1,3.5,15.9,27.2,2.7,2.2,4.9,0.18,5.1,5.7,10.7
De'Aaron Fox,Kentucky,2017,5,36,34,29.6,5.9,12.4,0.479,5.5,10.5,0.521,0.5,1.9,0.246,4.3,5.9,0.736,0.6,3.4,4,4.6,1.5,0.2,2.4,2.5,16.7,10.49,22.7,0.549,0.498,0.154,0.474,608,2.1,12.2,7.2,28.6,2.7,0.7,13.7,27.5,3.1,2.1,5.1,0.192,5.1,3.7,8.7
Jonathan Isaac,Florida State,2017,6,32,32,26.2,4.1,8,0.508,3.1,5.2,0.593,1,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12,8.87,24.6,0.614,0.568,0.348,0.461,364,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,4.7,6.2,10.9
Lauri Markkanen,Arizona,2017,7,37,37,30.8,5,10.2,0.492,3.1,5.8,0.545,1.9,4.4,0.423,3.7,4.4,0.835,2.4,4.8,7.2,0.9,0.4,0.5,1.1,2,15.6,7.63,25,0.635,0.584,0.434,0.436,534,10,17.5,14,5.6,0.8,1.8,8.1,22.5,4.8,1.8,6.7,0.235,7.8,1.5,9.3
Dennis Smith,NC State,2017,8,32,32,34.8,6,13.1,0.455,4.3,8.3,0.509,1.7,4.8,0.359,4.5,6.3,0.715,0.8,3.8,4.6,6.2,1.9,0.4,3.4,2.1,18.1,8.09,23.1,0.563,0.52,0.364,0.476,621,2.7,11.5,7.3,34.2,3.1,1.2,17.3,27.2,3.1,0.9,4,0.142,6.3,1,7.3
Zach Collins,Gonzaga,2017,9,39,0,17.3,3.5,5.3,0.652,3.2,4.8,0.672,0.3,0.5,0.476,2.8,3.8,0.743,1.7,4.2,5.9,0.4,0.5,1.8,1.5,2.7,10,4.13,31,0.703,0.676,0.101,0.715,359,12.1,23.3,18.4,4.4,1.5,9.8,17.8,24.8,2.6,2.4,5,0.299,4,7.5,11.5
Malik Monk,Kentucky,2017,10,38,37,32.1,6.6,14.7,0.45,3.9,7.8,0.497,2.7,6.9,0.397,3.9,4.7,0.822,0.3,2.2,2.5,2.3,0.9,0.5,2,1.9,19.8,10.49,21.5,0.586,0.543,0.47,0.323,660,1.1,7.3,4.2,13.3,1.6,1.5,10.4,27.2,3.9,1.9,5.8,0.189,6.7,1.3,8
Luke Kennard,Duke,2017,11,73,47,31.2,5.2,11.2,0.461,3.2,6.1,0.526,2,5.1,0.383,3.4,3.9,0.867,1.1,3.3,4.3,2,0.9,0.3,1.2,2.1,15.7,10.75,22.3,0.6,0.548,0.455,0.349,1073,4,11.5,7.9,12.4,1.7,0.8,8.3,22.9,8.4,2.5,10.9,0.192,7.2,1,8.2
Donovan Mitchell,Louisville,2017,12,65,38,26,4.1,9.8,0.418,2.6,5.2,0.497,1.5,4.6,0.329,2,2.5,0.788,1.1,3,4.1,2.2,1.5,0.3,1.3,2.6,11.7,9.44,20.5,0.532,0.495,0.47,0.26,736,4.7,13.2,8.9,15.9,3.3,1.3,10.8,23.3,4.4,3.7,8.2,0.194,6,4.4,10.3
Bam Adebayo,Kentucky,2017,13,38,38,30.1,4.5,7.5,0.599,4.5,7.5,0.599,0,0,0,4.1,6.2,0.653,3.1,4.9,8,0.8,0.7,1.5,1.7,2.6,13,10.49,22,0.624,0.599,0,0.831,488,11.1,17.3,14.2,4.7,1.2,4.9,13.9,18.5,3.3,2.3,5.6,0.196,4.2,5.3,9.5
Justin Jackson,UNC,2017,14,118,114,29.1,5.3,11.5,0.46,3.8,7.2,0.531,1.4,4.2,0.34,2,2.8,0.712,1.5,2.5,4.1,2.6,0.6,0.4,1.4,1.5,14,11.4,19.4,0.546,0.523,0.37,0.241,1537,5.9,9.3,7.6,15.8,1.3,1.4,9.8,22.5,10,4.1,14.1,0.164,6.3,2.2,8.5
DeAndre Ayton,Arizona,2018,1,35,35,33.5,7.9,12.9,0.612,7.5,11.9,0.635,0.3,1,0.343,4,5.5,0.733,3.4,8.2,11.6,1.6,0.6,1.9,2,2.3,20.1,6.84,32.6,0.65,0.625,0.078,0.424,666,13.5,28.2,21.4,10.2,1,6.1,11.3,26.6,5.5,2.1,7.6,0.259,6.8,4,10.9
Marvin Bagley,Duke,2018,2,33,32,33.9,8.2,13.3,0.614,7.5,11.6,0.647,0.7,1.8,0.397,4,6.3,0.627,4,7.1,11.1,1.5,0.8,0.9,2.3,1.8,21,9.71,30.6,0.643,0.64,0.132,0.475,630,13.8,21.5,17.9,8.8,1.4,2.6,12.2,26.3,4.8,2.1,6.9,0.248,7.7,3,10.7
Jaren Jackson,Michigan State,2018,3,35,34,21.8,3.4,6.6,0.513,2.3,3.9,0.596,1.1,2.7,0.396,3,3.8,0.797,1.5,4.3,5.8,1.1,0.6,3,1.8,3.2,10.9,7.1,26.9,0.647,0.595,0.414,0.573,347,8.8,19.7,15,9.3,1.6,14.3,17.4,23.5,2.3,2.2,4.6,0.239,5.1,10.3,15.4
Trae Young,Oklahoma,2018,4,32,32,35.4,8.2,19.3,0.422,4.5,9.1,0.493,3.7,10.3,0.36,7.4,8.6,0.861,0.4,3.5,3.9,8.7,1.7,0.3,5.2,1.8,27.4,10.56,28.3,0.585,0.518,0.531,0.443,935,1.3,10,5.8,48.6,2.5,0.7,18.2,37.1,4.6,1.1,5.7,0.201,11.2,0.5,11.7
Mohamed Bamba,Texas,2018,5,30,29,30.2,4.9,9,0.541,4.4,7.3,0.603,0.5,1.7,0.275,2.7,4,0.681,3.2,7.3,10.5,0.5,0.8,3.7,1.5,2.5,12.9,10.67,28.3,0.593,0.567,0.189,0.441,377,12.2,28.2,20.2,3.6,1.5,13.1,12.3,21.3,2.4,2.4,4.8,0.212,2.4,8.9,11.2
Wendell Carter,Duke,2018,6,37,37,26.9,4.8,8.6,0.561,4.3,7.4,0.586,0.5,1.2,0.413,3.4,4.5,0.738,2.9,6.1,9.1,2,0.8,2.1,2,2.8,13.5,9.71,28.2,0.628,0.591,0.144,0.527,501,12.8,23.2,18.4,13,1.7,7.6,15.8,22.8,3.6,2.3,5.9,0.239,6,7.5,13.5
Collin Sexton,Alabama,2018,7,33,32,29.9,5.9,13.3,0.447,4.6,9.3,0.495,1.3,4,0.336,5.9,7.6,0.778,1,2.7,3.8,3.6,0.8,0.1,2.8,2.5,19.2,10.64,23.5,0.567,0.498,0.299,0.575,622,4.1,9.8,7,27.8,1.6,0.3,14.2,32.9,3.2,1.2,4.4,0.177,6.5,0,6.5
Kevin Knox,Kentucky,2018,8,37,37,32.4,5.3,11.9,0.445,3.8,7.4,0.509,1.5,4.5,0.341,3.4,4.4,0.774,0.9,4.5,5.4,1.4,0.8,0.3,2.3,2.2,15.6,10.73,17,0.556,0.51,0.38,0.373,518,3.3,14.5,9.3,8.7,1.5,1,14.1,24.6,2.3,1.7,4,0.133,3.4,1.4,4.8
Mikal Bridges,Villanova,2018,9,116,73,27.3,3.9,7.5,0.525,2.5,3.8,0.645,1.5,3.7,0.4,1.9,2.3,0.845,1.1,3.2,4.3,1.6,1.4,0.9,1.1,2.2,11.3,9.74,22.7,0.656,0.623,0.49,0.304,1240,5.3,13.4,9.6,10.3,3,3.6,11,18.3,10.5,6.7,17.2,0.216,7.1,5.7,12.8
Shai Gilgeous-Alexander,Kentucky,2018,10,37,24,33.7,4.9,10.2,0.485,4.3,8.6,0.5,0.6,1.5,0.404,3.9,4.7,0.817,0.9,3.2,4.1,5.1,1.6,0.5,2.7,1.7,14.4,10.73,21.2,0.578,0.516,0.151,0.464,571,3.2,10,6.8,28.8,2.8,1.7,17.9,21.9,3.3,1.9,5.2,0.167,5.5,3.6,9.1
Miles Bridges,Michigan State,2018,11,62,60,31.6,6.2,13.2,0.47,4.2,7.8,0.537,2,5.5,0.375,2.5,3.2,0.776,1.4,6.2,7.6,2.4,0.6,1.1,2.1,1.7,17,8.8,22.8,0.576,0.548,0.413,0.245,948,5.4,20.4,13.6,15.8,1.2,3.6,12.7,27.2,5.2,4,9.1,0.186,5.3,4.1,9.5
Jerome Robinson,Boston College,2018,12,90,90,34.6,6.2,13.9,0.45,4.5,9.2,0.488,1.8,4.7,0.376,3.4,4.5,0.755,0.5,3.3,3.8,3.3,1.3,0.3,2.9,2.5,17.7,7.65,17.9,0.551,0.514,0.339,0.327,1504,1.7,11.1,6.3,20.6,2.1,0.8,15.2,27.4,5.1,2.9,8,0.103,2.5,0.2,2.7
Troy Brown,Oregon,2018,14,35,35,31.2,4.1,9.2,0.444,3.2,6.1,0.524,0.9,3.1,0.291,2.2,3,0.743,1.5,4.7,6.2,3.2,1.6,0.2,2.5,2.2,11.3,4.84,16.6,0.532,0.494,0.342,0.326,424,5.9,18,12,18.7,2.9,0.8,18.8,21,1.5,1.6,3.1,0.114,1.3,2.9,4.3
